,confidence,label,product_id
0,99.9959716796875,Clothing,0006f69d1aadc924d0f81922644c584b\image_1.jpg
1,99.9959716796875,Apparel,0006f69d1aadc924d0f81922644c584b\image_1.jpg
2,84.26831817626953,Sweatshirt,0006f69d1aadc924d0f81922644c584b\image_1.jpg
3,84.26831817626953,Sweater,0006f69d1aadc924d0f81922644c584b\image_1.jpg
4,70.57904052734375,Coat,0006f69d1aadc924d0f81922644c584b\image_1.jpg
5,62.63215255737305,Cape,0006f69d1aadc924d0f81922644c584b\image_1.jpg
6,57.6237907409668,Robe,0006f69d1aadc924d0f81922644c584b\image_1.jpg
7,57.6237907409668,Fashion,0006f69d1aadc924d0f81922644c584b\image_1.jpg
8,56.73832702636719,Hat,0006f69d1aadc924d0f81922644c584b\image_1.jpg
9,99.97334289550781,Apparel,0006f69d1aadc924d0f81922644c584b\image_2.jpg
10,99.97334289550781,Clothing,0006f69d1aadc924d0f81922644c584b\image_2.jpg
11,96.28844451904297,Pants,0006f69d1aadc924d0f81922644c584b\image_2.jpg
12,92.45757293701172,Human,0006f69d1aadc924d0f81922644c584b\image_2.jpg
13,92.45757293701172,Person,0006f69d1aadc924d0f81922644c584b\image_2.jpg
14,91.67910766601562,Blouse,0006f69d1aadc924d0f81922644c584b\image_2.jpg
15,84.02991485595703,Female,0006f69d1aadc924d0f81922644c584b\image_2.jpg
16,76.29927062988281,Coat,0006f69d1aadc924d0f81922644c584b\image_2.jpg
17,74.65001678466797,Sleeve,0006f69d1aadc924d0f81922644c584b\image_2.jpg
18,66.65716552734375,Woman,0006f69d1aadc924d0f81922644c584b\image_2.jpg
19,62.71834182739258,Suit,0006f69d1aadc924d0f81922644c584b\image_2.jpg
20,62.71834182739258,Overcoat,0006f69d1aadc924d0f81922644c584b\image_2.jpg
21,99.99998474121094,Apparel,000e369880967ee369af2d3009f23ad8\image_1.jpg
22,99.99998474121094,Clothing,000e369880967ee369af2d3009f23ad8\image_1.jpg
23,99.99998474121094,Dress,000e369880967ee369af2d3009f23ad8\image_1.jpg
24,99.37921905517578,Person,000e369880967ee369af2d3009f23ad8\image_1.jpg
25,99.37921905517578,Human,000e369880967ee369af2d3009f23ad8\image_1.jpg
26,99.37921905517578,Female,000e369880967ee369af2d3009f23ad8\image_1.jpg
27,97.35980224609375,Woman,000e369880967ee369af2d3009f23ad8\image_1.jpg
28,66.50955963134766,Blouse,000e369880967ee369af2d3009f23ad8\image_1.jpg
29,59.20149612426758,Robe,000e369880967ee369af2d3009f23ad8\image_1.jpg
30,59.20149612426758,Fashion,000e369880967ee369af2d3009f23ad8\image_1.jpg
